distance_km,traffic_level,weather,peak_hour,special_event,passenger_density,historical_delay,avg_speed,predicted_eta
19.13,4,Clear,1,1,31,10,27,79.62
23.66,9,Rain,1,1,73,12,28,111.41
5.33,3,Fog,1,0,66,9,33,45.32
14.21,2,Clear,0,0,39,6,33,39.17
18.62,8,Clear,0,1,76,11,33,81.93
6.62,8,Clear,1,0,43,15,38,62.03
14.7,6,Clear,1,0,91,11,28,70.32
31.4,2,Fog,1,1,70,14,55,108.63
29.4,4,Clear,0,1,92,3,59,86.42
4.15,9,Clear,1,1,49,8,48,63.56
3.98,9,Clear,0,0,23,9,20,41.77
32.82,8,Clear,1,0,48,10,44,101.79
30.0,2,Fog,1,0,22,9,29,85.92
30.44,3,Clear,0,1,59,14,42,92.92
16.86,5,Rain,0,1,38,11,57,75.23
7.27,3,Fog,1,0,72,9,42,51.92
15.38,7,Fog,1,1,96,4,33,82.21
34.94,3,Rain,0,1,77,1,20,96.48
10.07,9,Rain,1,0,78,10,41,73.22
11.89,6,Rain,1,0,96,1,36,63.97
15.82,6,Rain,0,1,63,14,59,84.48
24.7,8,Fog,0,0,53,12,32,85.14
23.94,10,Rain,0,0,75,0,37,83.84
31.62,9,Fog,0,1,67,8,33,109.73
24.02,8,Clear,0,0,57,4,34,72.8
16.89,4,Rain,0,1,65,1,55,65.94
16.52,8,Clear,0,0,70,10,26,67.31
4.19,1,Clear,0,0,43,5,32,20.35
17.2,7,Fog,0,1,64,14,49,82.93
19.47,6,Fog,0,0,58,14,43,75.48
30.33,8,Clear,0,1,44,12,55,100.33
22.91,8,Rain,1,0,25,12,32,95.12
26.69,5,Fog,0,1,53,0,57,80.68
17.35,3,Fog,0,1,86,13,35,77.24
18.78,2,Clear,1,1,72,3,21,68.22
16.87,7,Rain,0,1,53,8,29,81.46
22.13,6,Clear,0,1,45,1,44,71.24
2.41,3,Rain,0,1,63,10,45,46.02
33.26,9,Fog,1,1,26,12,22,121.77
34.36,2,Fog,0,1,79,7,43,96.32
13.67,6,Rain,1,0,60,13,56,76.06
30.91,4,Fog,1,1,57,6,44,104.87
7.66,3,Fog,0,0,87,2,27,35.3
17.62,9,Rain,1,0,69,6,54,84.63
2.48,2,Clear,0,0,96,10,59,28.02
29.58,10,Clear,1,1,31,1,29,104.92
30.42,4,Clear,0,1,82,15,33,98.66
7.67,3,Fog,1,0,90,7,28,50.72
33.09,10,Rain,0,1,76,3,27,113.01
29.97,2,Clear,1,0,65,9,51,84.57
6.54,6,Clear,1,1,74,3,48,58.07
28.18,6,Rain,0,1,54,3,42,93.6
32.62,10,Clear,0,1,76,1,44,102.98
32.72,7,Rain,1,0,56,10,30,108.49
10.88,7,Fog,1,0,93,9,26,68.83
28.62,7,Fog,1,0,97,8,45,98.32
27.66,8,Clear,0,1,98,14,47,103.05
21.39,5,Fog,0,0,75,1,36,63.8
12.15,10,Clear,1,0,23,3,28,63.14
7.25,1,Fog,0,0,76,2,39,28.02
27.34,8,Fog,1,1,28,4,47,104.34
22.93,8,Fog,0,1,75,12,28,96.17
12.35,4,Rain,0,0,51,8,55,52.1
33.48,6,Fog,0,0,88,14,58,101.05
16.1,3,Rain,0,0,80,8,50,58.49
28.56,4,Fog,0,1,77,7,37,90.04
10.38,4,Clear,1,1,46,2,42,54.89
10.62,2,Clear,1,0,26,9,25,44.5
2.96,4,Fog,0,0,60,7,54,32.57
27.66,3,Fog,1,1,30,9,54,97.19
7.43,5,Rain,0,0,49,13,21,49.59
11.34,1,Clear,0,1,65,2,47,41.93
10.54,8,Rain,0,1,52,14,22,77.86
12.68,7,Fog,0,0,26,11,24,58.95
11.52,5,Clear,0,0,60,10,47,47.9
2.37,7,Clear,1,1,46,10,25,55.62
33.07,2,Rain,1,1,100,9,37,111.06
9.12,1,Fog,1,0,74,12,44,50.44
34.17,10,Rain,0,0,61,13,41,113.33
30.11,7,Rain,1,0,54,11,36,106.47
13.94,10,Clear,1,0,81,12,59,76.9
11.53,9,Clear,1,0,24,8,26,64.49
29.15,6,Fog,1,0,27,14,53,96.67
29.69,7,Clear,0,0,46,6,32,81.57
28.7,5,Rain,0,0,30,3,44,77.23
9.54,5,Rain,1,0,30,15,48,64.2
21.04,5,Rain,0,1,76,0,49,76.67
7.05,10,Rain,1,1,83,13,50,87.36
31.14,8,Fog,1,1,88,5,29,113.78
33.55,6,Rain,1,1,30,11,60,117.71
9.58,3,Clear,1,0,84,9,50,49.67
13.01,10,Clear,1,0,76,12,41,76.73
2.62,5,Fog,0,1,54,5,54,43.77
5.7,4,Fog,0,1,48,15,28,56.39
33.73,4,Clear,1,1,23,13,58,107.38
7.83,8,Rain,0,0,37,4,25,48.98
12.13,6,Fog,1,0,63,1,21,59.26
17.89,5,Clear,0,0,32,7,41,52.39
25.56,7,Rain,0,1,72,6,54,94.45
17.94,7,Fog,1,1,84,8,22,92.57
19.17,4,Rain,0,0,32,4,42,58.21
31.63,6,Fog,1,1,79,4,22,110.56
11.37,10,Clear,1,1,42,5,54,74.9
2.74,2,Rain,0,0,54,8,47,32.06
9.0,4,Rain,1,0,51,15,39,64.24
6.88,9,Rain,0,1,39,13,33,71.04
20.89,1,Rain,0,0,24,11,20,61.85
15.08,6,Clear,0,0,61,3,52,49.4
3.93,4,Clear,1,0,53,6,56,37.41
29.39,3,Clear,0,0,53,0,21,66.48
10.17,10,Clear,0,0,77,9,35,57.95
22.19,7,Fog,1,1,24,13,38,99.4
16.78,8,Rain,1,0,24,10,52,80.07
29.76,5,Fog,1,1,24,2,25,96.22
21.74,8,Rain,1,0,70,9,21,91.08
25.94,9,Rain,0,1,84,10,52,104.93
9.79,2,Fog,1,0,59,12,23,54.18
22.65,3,Fog,0,1,82,11,36,83.87
21.09,6,Clear,0,1,37,5,31,71.76
30.32,9,Fog,0,1,91,15,31,114.74
25.59,3,Rain,1,0,50,5,46,79.13
21.83,10,Clear,0,1,68,3,46,82.99
21.06,1,Fog,0,1,60,14,20,77.08
10.53,9,Rain,0,1,55,2,56,66.84
33.1,5,Fog,1,1,47,9,41,113.12
34.73,9,Rain,1,0,95,0,42,109.21
31.83,10,Fog,1,0,36,1,38,102.47
32.54,3,Clear,1,0,50,9,42,89.91
21.51,4,Clear,1,1,23,13,23,84.42
4.15,5,Clear,1,1,77,3,22,53.07
25.57,2,Rain,1,1,91,12,48,98.9
25.46,7,Clear,1,1,80,2,25,92.47
13.61,4,Clear,0,1,29,4,35,51.32
16.94,7,Rain,0,0,71,15,23,77.18
20.7,5,Rain,0,1,85,2,43,77.83
8.2,1,Clear,1,1,63,10,22,54.23
16.67,5,Fog,1,0,97,1,60,67.43
21.05,9,Fog,1,0,94,6,25,87.47
24.67,1,Clear,1,1,61,3,31,75.52
2.37,4,Fog,0,1,21,11,34,44.94
27.71,5,Clear,1,1,72,5,21,93.8
12.59,6,Clear,0,0,43,10,38,49.54
3.59,9,Clear,1,1,96,3,33,62.73
16.0,10,Fog,1,0,42,7,33,77.48
19.33,5,Rain,1,1,48,5,56,84.51
17.58,7,Clear,0,1,30,11,34,76.36
25.96,2,Clear,0,0,41,1,54,54.43
15.05,4,Clear,0,1,43,2,27,53.31
21.5,7,Fog,0,0,89,13,22,82.1
34.73,10,Fog,1,1,23,4,47,122.08
5.8,10,Rain,0,1,20,8,50,66.41
10.14,3,Clear,0,0,38,15,50,41.88
13.03,7,Fog,0,1,91,11,52,74.43
28.86,5,Rain,0,1,52,8,48,98.01
11.08,5,Fog,1,0,81,0,26,53.5
12.27,10,Fog,1,0,82,11,27,81.22
30.84,1,Fog,1,0,61,15,20,93.55
3.94,9,Fog,1,0,46,11,26,60.47
5.65,4,Clear,0,0,91,12,44,39.34
22.17,5,Clear,0,1,71,4,23,75.13
25.28,10,Clear,0,0,61,9,50,85.59
12.0,7,Rain,1,0,89,3,59,68.04
5.2,10,Clear,1,0,61,7,53,57.7
10.31,4,Fog,1,0,50,3,54,49.99
2.63,2,Rain,0,0,95,8,33,34.44
8.13,3,Clear,0,1,76,1,58,40.11
17.06,2,Rain,0,1,59,1,52,63.33
13.27,9,Fog,0,1,52,8,35,75.41
9.18,6,Rain,1,0,71,6,46,62.24
22.11,2,Fog,1,1,75,5,23,81.81
30.79,10,Rain,0,0,22,13,59,103.5
23.26,7,Rain,0,0,82,15,46,88.56
3.03,6,Rain,1,1,87,1,37,57.22
27.36,4,Fog,1,1,93,8,25,102.68
33.15,9,Rain,1,0,39,9,36,113.15
16.51,10,Clear,1,0,69,6,52,74.42
26.43,8,Clear,0,0,86,11,29,84.92
17.62,4,Rain,1,1,56,9,26,86.65
16.44,7,Fog,0,1,58,9,48,78.94
19.28,3,Clear,1,0,35,6,28,61.35
7.93,2,Rain,1,0,89,12,39,55.23
6.27,4,Rain,0,0,83,4,39,39.84
15.1,7,Rain,0,0,52,7,24,65.81
33.06,10,Fog,0,1,69,9,53,115.83
25.05,6,Fog,1,1,32,6,28,96.37
28.78,4,Rain,0,0,22,7,44,76.9
17.33,7,Rain,0,0,62,14,30,75.24
18.14,8,Clear,0,0,64,10,57,69.58
5.64,1,Clear,0,1,83,4,40,33.93
34.47,2,Rain,0,1,20,9,23,97.6
13.66,8,Rain,0,1,74,13,41,85.37
5.02,4,Clear,0,1,34,4,52,39.52
30.7,4,Clear,0,1,60,10,35,90.97
12.7,7,Rain,0,1,24,14,50,75.71
28.05,10,Fog,1,0,53,14,24,109.25
33.08,9,Fog,0,1,80,14,23,120.13
33.4,8,Fog,0,0,20,1,25,86.64
34.29,6,Fog,1,0,80,11,25,107.28
8.65,4,Clear,1,0,36,14,54,51.34
28.33,3,Clear,0,0,28,3,33,62.15
11.32,5,Fog,0,0,55,5,44,48.48
16.29,3,Fog,0,0,70,11,52,59.21
20.56,8,Clear,0,0,42,3,46,63.0
17.36,3,Fog,0,0,39,12,50,60.28
10.52,2,Rain,1,0,76,5,26,52.45
33.21,6,Rain,1,1,45,11,51,118.53
9.33,8,Clear,0,0,23,3,58,41.11
30.82,7,Clear,0,0,64,10,44,87.55
30.41,7,Clear,0,0,68,0,21,78.95
31.57,1,Rain,1,1,82,10,45,107.65
23.63,4,Clear,1,0,52,14,24,79.28
31.01,3,Fog,1,1,22,7,55,99.84
4.88,3,Clear,0,1,43,9,30,40.99
28.67,7,Rain,0,1,76,2,53,97.47
15.06,9,Fog,1,0,35,11,56,77.66
17.74,5,Clear,0,1,78,7,43,69.58
28.97,1,Rain,0,1,63,10,52,90.69
20.23,8,Fog,0,1,95,4,46,84.43
29.02,5,Rain,0,0,69,5,58,82.38
19.17,7,Clear,1,1,73,3,42,82.37
22.88,7,Fog,1,1,86,11,40,102.63
21.93,3,Fog,0,1,85,13,39,82.78
19.42,2,Clear,0,1,51,4,55,58.84
28.24,7,Clear,1,0,39,10,22,91.18
29.3,5,Rain,0,0,25,11,49,84.87
2.7,2,Fog,1,0,98,7,42,40.77
3.18,8,Fog,1,1,26,15,43,71.3
15.52,8,Rain,1,1,63,12,35,96.52
20.54,4,Clear,0,0,70,4,28,58.17
9.71,10,Fog,0,1,96,5,47,72.22
18.84,9,Clear,1,1,45,5,37,85.51
25.07,2,Clear,1,0,31,0,31,63.01
13.41,9,Fog,1,0,70,0,60,68.94
11.71,6,Clear,0,1,40,4,37,54.15
23.93,7,Clear,1,0,81,7,41,84.18
17.56,1,Fog,0,0,23,13,40,55.45
4.07,7,Rain,0,1,41,12,57,59.17
20.67,9,Rain,1,1,21,14,29,104.18
13.29,8,Fog,0,1,25,0,20,62.47
5.81,3,Fog,1,0,31,15,41,49.57
28.52,5,Rain,0,0,88,6,46,83.72
25.14,8,Rain,0,1,84,3,50,93.45
18.04,9,Fog,1,0,27,10,30,80.28
30.61,10,Clear,0,1,81,13,42,112.1
29.62,4,Rain,1,1,35,5,59,102.93
15.34,9,Clear,0,1,77,5,49,73.51
31.99,2,Fog,1,0,30,7,50,85.98
24.43,5,Rain,1,0,20,5,57,80.2
18.46,5,Rain,1,0,60,11,46,80.12
25.26,9,Rain,1,1,100,12,49,116.02
5.73,2,Rain,1,1,73,6,25,58.46
17.19,2,Clear,0,0,57,14,50,53.7
14.71,10,Clear,1,0,99,2,39,70.8
28.2,3,Rain,0,0,77,7,58,77.57
21.89,4,Clear,0,0,43,9,20,60.75
30.77,10,Clear,1,1,73,9,42,116.38
23.56,8,Clear,0,0,70,1,26,68.56
29.22,5,Rain,1,1,69,15,35,115.33
26.79,3,Fog,1,0,20,8,58,80.56
17.34,10,Fog,0,0,49,5,24,71.37
22.11,7,Rain,0,1,54,7,35,87.15
24.97,1,Rain,0,1,84,5,49,78.5
11.24,8,Rain,1,0,89,3,56,67.69
30.52,3,Clear,0,1,78,0,31,82.17
27.31,3,Rain,1,0,54,11,28,91.37
22.97,10,Rain,0,0,37,4,57,81.95
22.94,3,Clear,1,1,65,4,51,80.11
25.79,1,Clear,0,1,67,1,25,67.81
5.88,4,Fog,1,1,56,9,54,63.01
5.91,5,Fog,1,1,71,5,49,60.22
16.9,5,Clear,1,0,58,3,26,60.1
3.79,3,Fog,0,1,25,1,33,32.88
33.39,8,Fog,1,0,27,14,36,112.17
9.97,8,Clear,0,0,53,14,39,56.84
34.99,9,Rain,1,1,73,13,54,134.58
23.9,8,Fog,1,0,82,14,58,97.78
3.07,10,Rain,0,0,32,0,57,42.48
20.38,5,Clear,0,1,80,14,33,83.57
8.07,9,Fog,0,1,91,14,38,74.2
29.24,9,Clear,0,0,84,9,58,91.59
13.36,6,Rain,1,0,51,14,33,76.37
24.3,1,Fog,0,1,92,12,33,81.82
16.94,1,Fog,0,0,64,3,30,45.49
21.95,4,Fog,1,0,82,1,46,73.0
11.69,5,Clear,1,0,29,12,51,57.78
3.15,3,Rain,1,0,38,2,33,34.81
18.79,9,Rain,0,1,58,3,47,82.93
25.25,1,Clear,0,1,56,0,35,64.8
20.06,2,Fog,0,0,57,13,36,64.32
16.7,6,Clear,0,0,82,0,49,52.26
12.57,2,Rain,0,1,95,8,50,63.73
7.57,10,Fog,1,1,61,0,26,70.58
18.97,3,Rain,1,1,67,1,43,78.76
6.36,10,Rain,1,0,66,1,50,58.87
31.59,3,Clear,0,0,51,8,56,77.44
25.35,8,Clear,0,1,29,2,47,83.86
15.44,1,Rain,0,0,94,5,33,52.65
33.4,6,Rain,0,1,35,12,42,109.94
24.83,1,Rain,1,1,60,5,42,86.1
15.65,9,Fog,1,1,81,8,31,91.24
33.15,4,Rain,0,0,42,9,44,91.29
5.97,5,Clear,0,0,61,2,24,28.22
31.76,5,Clear,0,1,63,15,26,100.56
2.15,5,Fog,0,1,44,7,31,42.2
25.53,3,Fog,1,1,38,8,56,93.47
9.34,10,Fog,0,1,53,14,34,75.31
34.82,10,Rain,1,1,24,5,56,125.16
23.4,5,Rain,0,0,72,12,50,79.76
26.62,6,Rain,1,1,94,9,30,109.78
5.99,10,Rain,0,1,23,9,33,67.51
16.16,3,Rain,0,0,81,4,51,53.28
3.19,7,Clear,1,1,26,12,23,57.7
31.09,7,Fog,1,0,68,14,51,107.11
20.58,10,Fog,1,0,21,11,30,91.71
32.44,1,Fog,1,1,44,8,36,101.32
8.77,7,Clear,0,0,35,1,51,37.39
29.33,10,Rain,0,1,60,13,51,115.16
30.78,8,Clear,1,0,97,14,25,107.62
12.35,3,Rain,1,1,34,10,28,71.72
8.35,3,Fog,1,0,36,9,23,50.41
4.59,1,Fog,1,1,67,13,20,56.15
14.5,4,Rain,0,1,94,6,35,71.3
34.15,9,Clear,0,0,38,1,57,87.45
16.23,2,Rain,1,0,30,6,21,62.48
17.02,10,Fog,0,1,58,0,60,75.77
4.89,1,Fog,0,1,30,11,32,42.44
33.16,4,Fog,0,0,32,0,27,76.15
7.4,6,Clear,0,0,74,7,23,41.48
19.91,5,Rain,0,1,28,7,26,78.91
14.1,6,Rain,0,0,51,9,52,62.45
12.7,4,Fog,1,1,99,14,30,80.65
33.29,1,Rain,1,1,60,10,47,105.77
23.1,10,Clear,0,0,31,4,52,71.81
2.23,3,Clear,0,0,53,5,21,21.03
17.7,7,Clear,0,0,64,15,51,70.41
18.23,7,Fog,0,1,47,11,54,82.49
7.54,10,Fog,0,0,52,15,22,60.91
22.2,8,Fog,1,0,59,9,26,87.52
11.68,10,Fog,0,1,57,7,24,76.0
16.83,5,Clear,0,1,80,15,23,76.29
25.38,1,Fog,1,1,23,0,46,77.21
5.22,2,Clear,0,1,77,15,41,49.39
34.35,3,Clear,1,1,35,2,26,98.09
33.0,3,Fog,0,1,20,2,28,86.46
6.39,1,Fog,1,0,91,3,38,37.78
34.04,7,Fog,1,1,32,12,36,119.99
13.97,5,Clear,1,0,45,5,58,57.71
26.16,10,Fog,1,1,93,10,47,114.59
6.27,6,Clear,1,0,39,9,52,46.82
10.95,8,Fog,1,1,26,8,50,76.18
17.26,4,Rain,1,0,58,11,39,75.25
27.6,7,Fog,0,0,49,6,57,81.21
31.53,3,Fog,0,1,96,2,29,89.65
30.52,5,Clear,0,1,91,13,54,100.82
6.29,3,Clear,1,0,48,3,22,36.96
20.28,7,Fog,0,0,92,14,60,79.71
25.61,3,Fog,1,1,82,9,43,96.29
19.44,1,Fog,1,1,31,11,48,77.45
25.0,9,Clear,0,0,28,9,56,79.96
3.53,7,Rain,1,0,88,5,47,55.65
6.42,4,Rain,1,1,80,13,47,71.61
27.12,2,Fog,0,1,77,9,48,84.0
30.03,1,Clear,0,1,40,2,47,73.24
15.54,4,Rain,0,1,62,11,50,75.5
17.57,10,Rain,1,0,46,12,49,88.77
10.08,7,Fog,1,0,71,10,20,65.79
3.71,2,Rain,1,0,60,10,33,42.7
6.02,2,Fog,0,1,75,7,22,46.14
20.4,7,Rain,0,0,90,10,32,80.28
14.8,2,Fog,0,1,70,8,23,63.99
22.77,7,Rain,1,0,49,3,46,85.08
20.85,4,Rain,0,0,61,15,48,74.0
2.27,7,Clear,1,0,66,5,49,39.97
27.4,2,Fog,1,1,39,5,60,88.11
22.91,6,Rain,0,1,27,6,45,84.29
16.1,7,Clear,0,1,29,2,26,61.79
24.88,9,Rain,1,0,71,5,34,95.35
14.1,4,Clear,1,0,64,13,51,64.78
26.17,3,Fog,1,1,73,1,59,90.19
24.12,2,Rain,0,1,65,4,56,79.29
29.47,1,Clear,1,1,52,11,25,92.28
27.46,4,Fog,0,0,92,10,44,80.32
6.05,10,Fog,1,1,74,5,49,75.35
15.23,7,Clear,1,0,40,9,55,65.3
10.25,5,Clear,1,1,44,8,56,64.82
2.24,6,Rain,1,0,34,9,55,47.18
34.53,4,Clear,1,0,71,6,31,92.59
13.71,6,Rain,1,0,73,10,37,73.77
13.77,3,Fog,0,0,63,15,27,58.69
28.57,1,Rain,1,0,45,0,51,74.65
16.06,8,Rain,1,0,53,13,56,83.65
18.18,3,Clear,0,1,49,4,23,61.6
13.57,6,Fog,0,1,96,12,43,77.16
8.38,10,Clear,1,1,74,8,53,76.53
32.99,2,Clear,0,0,92,6,22,79.32
19.1,9,Rain,0,0,96,10,56,82.51
14.1,6,Fog,0,1,33,11,59,72.94
6.7,1,Rain,0,1,23,1,31,36.53
24.9,8,Clear,1,1,69,1,39,93.25
6.02,8,Rain,1,1,77,15,25,80.01
27.27,9,Rain,0,0,74,6,24,91.97
21.53,7,Clear,0,0,34,12,27,70.74
8.98,4,Clear,0,0,29,3,21,29.97
26.3,10,Fog,0,1,100,13,25,110.71
30.05,6,Rain,1,1,98,2,32,110.81
16.59,7,Fog,0,1,99,8,52,82.21
10.12,5,Clear,0,0,50,0,43,35.2
14.25,7,Rain,1,1,52,8,35,86.85
18.34,9,Clear,0,0,63,15,38,75.05
11.07,3,Fog,0,0,34,1,34,36.18
31.82,4,Clear,1,0,42,14,32,94.03
27.62,7,Clear,0,1,46,11,60,93.52
28.2,10,Fog,1,0,98,1,42,98.77
9.97,5,Fog,0,0,54,11,22,49.69
25.87,7,Fog,1,0,72,6,36,91.33
32.48,2,Rain,0,1,64,10,46,99.93
6.37,5,Clear,1,1,49,11,41,61.69
6.63,5,Rain,1,0,85,11,26,58.68
13.34,10,Rain,1,1,75,3,41,86.43
32.23,9,Clear,1,0,54,6,48,99.4
31.36,4,Clear,1,1,63,7,42,99.52
33.35,5,Rain,1,0,30,3,32,95.51
21.05,9,Clear,0,1,72,12,31,89.9
21.94,2,Rain,1,1,40,9,56,85.27
30.46,3,Fog,0,0,49,7,32,77.37
17.7,2,Fog,1,1,99,12,50,85.24
22.64,8,Rain,1,1,25,4,30,97.88
23.8,5,Clear,1,1,87,11,48,96.66
30.03,4,Clear,1,1,44,15,36,105.6
18.27,8,Rain,0,0,84,8,47,74.58
34.83,10,Clear,1,1,70,3,32,118.31
23.03,9,Clear,1,1,41,3,45,90.76
14.34,3,Rain,1,0,24,8,43,60.44
19.18,8,Fog,0,1,91,9,30,87.82
31.28,5,Fog,1,0,72,14,43,101.96
23.94,10,Clear,1,0,23,9,40,89.23
4.82,10,Fog,0,0,70,0,20,43.71
33.66,1,Clear,0,1,61,11,23,92.8
31.93,4,Fog,0,0,43,5,47,81.23
34.05,1,Fog,0,1,58,4,44,89.82
27.27,6,Fog,1,0,46,12,51,96.48
13.86,3,Rain,1,0,73,6,57,64.13
29.45,7,Rain,0,0,76,15,58,99.2
27.96,1,Rain,0,0,37,5,47,69.01
4.52,7,Clear,0,0,76,7,41,40.63
32.78,2,Clear,0,1,74,9,44,90.09
30.07,7,Rain,1,1,25,0,32,104.5
27.4,9,Rain,1,1,48,2,42,107.59
34.61,2,Fog,0,0,64,6,42,84.07
32.41,2,Clear,0,0,31,5,45,69.4
26.41,7,Fog,0,1,68,9,20,96.77
19.6,5,Clear,1,1,32,13,34,84.78
21.95,9,Clear,1,0,45,12,26,88.15
8.33,9,Fog,0,0,28,1,45,44.33
9.79,4,Rain,0,1,42,0,34,52.28
9.17,9,Fog,0,0,57,11,23,60.0
27.58,2,Rain,0,1,42,12,44,89.12
30.53,2,Clear,1,1,91,13,27,101.13
33.8,3,Clear,1,1,94,15,32,111.88
4.04,1,Fog,0,1,61,3,55,34.6
34.77,2,Fog,1,0,86,11,39,99.54
33.1,3,Rain,1,1,26,5,44,105.82
30.77,7,Fog,0,1,91,6,47,104.75
25.17,4,Fog,1,0,92,7,32,85.99
16.45,9,Rain,0,0,25,1,47,64.71
19.33,10,Clear,0,0,97,1,60,68.88
18.0,4,Clear,0,1,78,5,27,63.99
8.22,2,Fog,0,0,83,5,26,37.01
6.35,5,Fog,0,1,83,5,41,51.69
11.41,9,Fog,1,1,61,11,21,87.65
23.12,10,Fog,0,0,78,3,37,82.71
4.81,3,Fog,1,1,58,0,31,49.49
22.62,10,Rain,1,1,23,1,28,96.72
3.89,8,Rain,0,1,78,2,60,56.41
3.18,3,Fog,0,1,22,0,35,33.95
5.68,7,Rain,0,0,66,7,57,49.49
22.26,10,Rain,0,1,41,11,49,101.03
18.53,6,Rain,1,0,99,2,27,75.27
9.06,6,Fog,0,1,41,10,43,60.72
30.96,1,Clear,1,1,50,13,21,98.99
26.62,8,Fog,1,1,20,8,60,106.33
6.92,4,Clear,1,1,52,4,51,51.92
29.51,4,Fog,0,1,49,5,46,90.13
31.37,5,Clear,0,0,98,2,20,78.32
8.74,2,Rain,1,0,100,11,56,57.19
22.84,4,Fog,1,1,88,11,47,97.7
27.29,9,Rain,1,1,73,11,26,118.03
25.8,6,Clear,0,1,36,15,46,90.59
28.85,6,Fog,1,1,32,0,35,97.37
20.03,10,Rain,0,1,26,2,45,84.06
18.93,10,Fog,1,1,99,5,51,100.81
3.36,3,Clear,0,0,55,9,46,27.71
10.37,1,Clear,1,0,51,1,25,37.54
7.51,5,Clear,0,0,78,4,44,37.54
19.33,8,Fog,0,1,38,5,53,79.88
27.99,2,Clear,1,0,52,6,56,74.4
5.2,3,Clear,1,1,69,2,59,47.19
27.12,5,Rain,0,1,50,3,52,87.09
21.46,4,Rain,0,1,44,10,52,82.45
7.33,9,Clear,1,0,45,4,53,55.13
21.2,4,Rain,1,1,56,8,52,89.56
18.23,7,Rain,1,1,92,4,20,92.39
11.97,10,Fog,1,1,51,0,22,78.53
25.27,4,Clear,1,1,91,2,46,88.37
22.07,6,Rain,0,1,68,12,24,93.8
17.71,4,Fog,1,1,67,7,36,79.69
11.16,6,Fog,0,0,78,12,32,59.16
14.48,6,Clear,0,0,68,12,59,56.88
32.81,2,Rain,0,1,69,10,27,97.7
11.42,9,Rain,1,1,54,2,29,78.69
13.64,3,Fog,1,0,42,2,46,51.1
11.25,1,Rain,0,1,63,6,24,54.03
20.04,4,Clear,0,1,94,8,32,73.91
6.68,2,Clear,0,0,85,14,36,37.21
21.18,9,Clear,1,0,90,3,40,80.29
19.48,3,Rain,0,0,24,10,29,62.09
2.97,5,Rain,1,1,53,7,53,61.04
25.06,4,Rain,1,1,20,10,32,95.6
20.6,9,Fog,0,1,90,2,42,87.42
25.22,4,Clear,0,0,96,1,48,64.1
22.03,3,Rain,0,0,69,8,32,68.75
32.44,4,Clear,1,0,45,0,38,83.05
34.01,4,Clear,0,1,56,8,55,96.78
14.39,3,Fog,0,1,89,5,22,61.6
11.95,9,Rain,0,0,80,12,56,68.71
20.44,7,Clear,1,0,85,7,58,78.79
3.72,9,Fog,1,0,98,5,27,55.14
16.08,1,Fog,0,0,97,13,56,55.85
20.28,6,Clear,0,0,98,6,38,64.83
23.88,9,Rain,0,1,89,4,35,97.11
5.2,10,Clear,0,1,49,0,52,51.44
32.98,4,Rain,1,1,50,15,21,117.32
28.67,8,Clear,0,0,39,15,41,88.4
2.54,7,Fog,0,1,67,4,25,47.9
15.57,10,Clear,1,1,96,7,45,88.7
6.78,3,Rain,0,0,43,13,35,42.85
22.63,1,Clear,0,0,55,14,43,60.37
6.78,4,Clear,1,1,85,11,38,60.14
23.65,5,Clear,1,0,81,13,41,83.78
24.66,8,Fog,1,0,95,7,28,92.1
33.92,9,Rain,1,0,32,14,43,116.87
4.89,6,Clear,0,1,47,1,20,39.72
15.78,1,Rain,1,0,20,14,35,66.16
4.75,10,Clear,0,1,75,8,27,60.7
5.96,8,Fog,1,1,39,12,28,71.85
18.54,4,Rain,1,1,33,10,21,87.74
24.57,8,Fog,1,1,75,10,35,107.85
5.28,6,Fog,1,0,46,10,40,52.99
22.77,4,Fog,1,1,44,9,28,89.45
3.38,7,Fog,1,0,54,13,53,55.37
30.31,9,Clear,1,0,28,11,33,99.22
19.64,6,Rain,1,0,70,8,53,83.78
13.21,10,Fog,0,0,91,0,34,60.43
34.3,4,Rain,0,1,81,1,33,99.63
9.04,2,Clear,1,1,90,1,22,52.53
13.0,5,Clear,0,0,37,0,31,39.46
6.6,2,Rain,1,0,98,8,36,49.85
20.08,9,Clear,0,0,38,3,28,62.8
29.84,7,Clear,0,1,97,1,42,93.97
12.93,6,Fog,0,0,70,6,33,56.47
32.75,7,Rain,1,0,100,11,28,111.61
21.17,6,Rain,0,0,33,14,41,77.55
8.65,10,Fog,1,1,45,9,34,78.8
27.26,9,Rain,0,0,99,7,27,95.57
9.56,6,Rain,0,1,98,11,39,71.44
14.63,9,Fog,0,0,22,10,44,65.5
14.17,3,Fog,1,1,78,0,39,65.59
28.57,7,Rain,1,0,48,13,49,103.8
29.91,8,Fog,1,0,21,10,55,102.45
16.8,10,Clear,1,0,80,11,35,82.03
31.23,4,Rain,0,0,99,13,21,94.8
19.15,1,Fog,0,1,92,4,53,64.19
25.65,6,Rain,1,1,92,2,56,100.28
11.34,10,Rain,0,1,57,8,30,76.92
2.73,10,Clear,1,1,69,10,54,66.74
23.06,9,Clear,0,1,97,8,34,92.73
4.19,5,Rain,0,1,88,9,39,55.66
34.81,1,Rain,1,0,80,14,31,105.19
19.26,2,Fog,0,0,80,6,33,57.56
34.35,8,Fog,1,0,63,8,60,111.03
18.87,3,Clear,1,1,57,2,35,70.17
